t,ip,ne,te,ti,we,wi,nbi,ech,pOhm,pLoss,pRad,tauE,pressure,beta,energyError,particleError
3.52,1.2,6.3210017119052875,0.8190604723580885,0.7918784299652393,0.28754287113504534,0.278000227121897,4,1,0.25604919119966957,4.30070127188116,0.0446596773270795,0.13150020485137517,16314.560209528048,1.0250740500160336,2.2883118807307597e-15,-3.239568898893045e-14
3.54,1.2,6.328460540624502,0.8183751322223554,0.7911772245053934,0.2876412915013308,0.2780818107768904,4,1,0.2563708973111008,4.30105554492806,0.044746404714984214,0.13153122445613138,16319.752893254827,1.0254003159570029,2.270949797859242e-15,-3.2995769217428894e-14
3.56,1.2,6.335826656689276,0.8176997025392684,0.790486168040622,0.2877384209694442,0.27816231445831097,4,1,0.2566886110144793,4.301405174262946,0.04483211986018507,0.13156182979779935,16324.877183025512,1.0257222845789717,2.4148370860585193e-15,-3.3430161494993013e-14
3.58,1.2,6.343101212510613,0.8170340213880685,0.7898050945417794,0.2878342773867692,0.2782417533575938,4,1,0.25700238173699924,4.301750224082808,0.0449168336967135,0.131592026793015,16329.934031930685,1.0260400157663878,2.3967862888604627e-15,-3.385933624655044e-14
3.6,1.2,6.3502853461751405,0.8163779299958542,0.7891338412118506,0.2879288783289671,0.27832014242804337,4,1,0.25731225829806537,4.302090757603851,0.04500055706429218,0.13162182126357463,16334.924378352876,1.0263535684795644,2.696202360905569e-15,-3.4596477204665603e-14
3.62,1.2,6.357380181623155,0.8157312726628833,0.7884722484091793,0.2880222411048124,0.2783974963892486,4,1,0.25761828891660904,4.302426837079245,0.045083300708445365,0.1316512189382358,16339.849146233468,1.0266630007714503,2.518910530025786e-15,-3.532486937672477e-14
3.64,1.2,6.364386828824469,0.8150938966900074,0.7878201595728883,0.28811438276092177,0.2784738297313965,4,1,0.2579205212183235,4.302758523816446,0.04516507528063566,0.1316802254544761,16344.709245333503,1.0269683698040182,2.344210227620236e-15,-3.573527130847543e-14
3.66,1.2,6.371306383952051,0.8144656523081755,0.7871774211504261,0.2882053200863795,0.27854915671948716,4,1,0.25821900224281896,4.303085878194133,0.04524589133842566,0.13170884636021146,16349.505571488735,1.027269731864288,2.327191386286216e-15,-3.614085950102949e-14
3.68,1.2,6.378139929553528,0.8138463926099312,0.7865438825271643,0.28829506961726303,0.27862349139745285,4,1,0.2585137784506962,4.3034089596787535,0.04532575934566386,0.13173708711547505,16354.239006859005,1.0275671423799977,2.3104167414832805e-15,-3.6847506589913015e-14
3.7,1.2,6.384888534720549,0.8132359734828433,0.7859193959579798,0.2883836476410712,0.27869684759218427,4,1,0.25880489573054183,4.303727826840697,0.04540468967269361,0.13176495309405772,16358.910420172137,1.0278606559349261,2.1409556829017558e-15,-3.739395333377377e-14
3.72,1.2,6.391553255256034,0.8126342535447989,0.7853038165007583,0.2884710702010559,0.27876923891746686,4,1,0.2590923994058456,4.304042537370099,0.045482692596584134,0.1317924495851112,16363.520666962433,1.0281503262838787,1.973902121178575e-15,-3.793410144225355e-14
3.74,1.2,6.3981351338393555,0.8120410940811077,0.784697001951752,0.2885573531004627,0.278840678777828,4,1,0.2593763342418363,4.304353148092297,0.04555977830138285,0.13181958179471479,16368.070589803994,1.0284362063673478,2.1107395592392964e-15,-3.846805919344176e-14
3.7600000000000002,1.2,6.404635200189467,0.8114563589833481,0.7840988127827334,0.28864251190668144,0.2789111803723006,4,1,0.2596567444522436,4.304659714982963,0.045635956878387965,0.13184635484740714,16372.56101853904,1.0287183483258575,2.545079303928825e-15,-3.884652269505699e-14
3.7800000000000002,1.2,6.411054471225987,0.8108799146899083,0.7835091120798893,0.28872656195530877,0.2789807566981022,4,1,0.2599336737059791,4.304962293182869,0.04571123832644049,0.13187277378768336,16376.992770501209,1.0289968035139951,2.527366584394089e-15,-3.951782446771486e-14
3.8000000000000003,1.2,6.417393951228318,0.8103116301281552,0.7829277654843917,0.2888095183541255,0.2790494205542345,4,1,0.26020716513374526,4.305260937012371,0.04578563255223496,0.1318988435814589,16381.36665073416,1.0292716225141456,2.6575386478247465e-15,-3.988611015183811e-14
3.8200000000000003,1.2,6.423654631992736,0.8097513766581964,0.7823546411346,0.28889139598699165,0.2791171845450035,4,1,0.2604772613345634,4.305555699985559,0.04585914937064781,0.13192456911750097,16385.683452205478,1.0295428551499315,2.4926674028010944e-15,-4.0250269680229875e-14
3.84,1.2,6.429837492987574,0.8091990280181642,0.7817896096098372,0.2889722095176599,0.2791840610834647,4,1,0.2607440043822316,4.30584663482411,0.04593179850508282,0.13194995520882816,16389.94395601604,1.0298105504993684,2.330043396336089e-15,-4.061037200881576e-14
3.86,1.2,6.435943501506445,0.8086544602709901,0.7812325438756909,0.2890519733935108,0.27925006239479216,4,1,0.2610074358317037,4.306133793470842,0.046003589587832634,0.1319750065940795,16394.148931605,1.0300747569077446,2.3142625984048505e-15,-4.1402298231110713e-14
3.88,1.2,6.441973612819586,0.8081175517526088,0.7806833192307882,0.2891307018492109,0.2793152005195767,4,1,0.26126759672539857,4.306417227102996,0.046074532160456164,0.1319997279388536,16398.299136950427,1.0303355220002262,2.586029841366099e-15,-4.1752085949269405e-14
3.9,1.2,6.447928770323296,0.807588183021559,0.7801418132550046,0.28920840891029664,0.27937948731705314,4,1,0.26152452759943257,4.306696986145221,0.04614463567417013,0.13202412383701823,16402.395318765808,1.0305928926942056,2.8541637128329864e-15,-4.2098040644957585e-14
3.92,1.2,6.453809905687529,0.807066236809927,0.7796079057590557,0.2892851083966847,0.2794429344682589,4,1,0.2617782684897819,4.306973120282309,0.04621390949025528,0.13204819881199192,16406.438212692436,1.0308469152113884,2.835214793994272e-15,-4.258312135944291e-14
3.94,1.2,6.4596179390016575,0.8065515979755956,0.7790814787354292,0.2893608139261123,0.2795055534791267,4,1,0.2620288589383729,4.307245678471648,0.04628236288047561,0.13207195731799803,16410.42854348784,1.031097635089633,2.8165147465724854e-15,-4.292082218173653e-14
3.96,1.2,6.465353778918418,0.8060441534557574,0.7785624163106173,0.28943553891750695,0.27956735568351054,4,1,0.26227633799910033,4.307514708955422,0.04635000502751057,0.13209540374129133,16414.367025210333,1.0313450971945466,3.0778645841586903e-15,-4.3396238099298294e-14
3.98,1.2,6.471018322796063,0.8055437922216515,0.7780506046986083,0.28950929659428976,0.2796283522461506,4,1,0.26252074424377686,4.307780259272579,0.04641684502539918,0.13211854240135876,16418.254361399795,1.0315893457308436,3.3358103527626646e-15,-4.4007154007228574e-14
4,1.2,6.476612456838747,0.8050504052344897,0.7775459321556003,0.28958209998761264,0.27968855416557475,0,0,0.2627621157680111,1.9243318437710906,0.04648289187999581,0.29582769520541446,16422.091245254775,1.0318304242534733,3.3142318548334564e-15,-4.4471705790156916e-14
4.0200000000000005,1.1839999999999995,6.460651881764764,0.7635304862930458,0.730459787985918,0.27397027923377604,0.262103839566582,0,0,0.2769482969423904,1.8301260592970023,0.045045525079897036,0.292916499427519,15464.450923180855,0.9716601082412974,3.5889857391272776e-15,-4.457306135070132e-14
4.04,1.168,6.444889695383858,0.7246049088494817,0.6863016460862043,0.2593686550771239,0.24565819627861663,0,0,0.29152019465333234,1.7414820649195863,0.043668411561111876,0.2899983074927966,14568.811818702905,0.9153854436233841,3.173538600737535e-15,-4.453487435879414e-14
4.0600000000000005,1.1519999999999995,6.429323431740176,0.6881923974046775,0.6449111296740845,0.24574001124948944,0.2302851191886086,0,0,0.30639030560161457,1.6582030706662105,0.0423517406199411,0.28707287958817196,13732.181819063442,0.8628184304105807,3.034218190849675e-15,-4.4773368137072806e-14
4.08,1.136,6.413950655529505,0.6542025172518735,0.6061393441036285,0.23304433740837682,0.21592295672777573,0,0,0.32145724173876955,1.5800920018501856,0.041095390878299755,0.2841399700842994,12951.628222267382,0.8137748015020289,3.308521865017095e-15,-4.500998350924199e-14
4.1,1.1200000000000003,6.398768961718264,0.6225370738707646,0.569846902610825,0.22123935261592317,0.2025141395032482,0,0,0.33660695317176176,1.5069505900684916,0.039898930117248294,0.28119932724530244,12224.270586067798,0.7680735733736879,3.4447031205681258e-15,-4.524474258008541e-14
4.12,1.1039999999999999,6.3837759751672545,0.5930912938547093,0.53590229918682,0.2102809432131482,0.19000454417512516,0,0,0.35171483824870975,1.4385785824530557,0.038761612152648534,0.27825069292058335,11547.275008967188,0.7255366867430467,3.580671986132874e-15,-4.547766710890788e-14
4.14,1.0880000000000003,6.36896935026007,0.565754887119713,0.5041805735019385,0.20012355197107978,0.17834297060641038,0,0,0.3666487316282353,1.3747731315749616,0.03768237404472408,0.27529380221732513,10917.850273324195,0.6859887642333722,3.578775017573464e-15,-4.570877851625844e-14
4.16,1.0719999999999998,6.354346770536136,0.5404130708980689,0.4745622261925695,0.1907205478865955,0.16748071551141447,0,0,0.3812726659831369,1.3153284253806279,0.0366598367501588,0.27232838315218055,10333.246213855835,0.6492570078636808,3.576801831380284e-15,-4.5938097890497144e-14
4.18,1.0560000000000003,6.339905948328297,0.516947614579333,0.44693235299557127,0.1820245978821814,0.1573712297729759,0,0,0.39545120243499765,1.2600356064367015,0.035692311907430704,0.26935415628050907,9790.75455470771,0.615171251643411,3.437264078440472e-15,-4.603065872522073e-14
4.2,1.0399999999999998,6.325644624404917,0.4952379410265617,0.4211799734009475,0.17398805304268186,0.14796984940349925,0,0,0.40905403603554946,1.2086830125025714,0.03477781676801875,0.2663708343013518,9287.712290328707,0.583564173999046,3.435227275028964e-15,-4.6391443270473726e-14
4.22,1.0240000000000002,6.311560567616439,0.4751622957505276,0.3971975339569756,0.16656335329842106,0.1392335919103991,0,0,0.4219605238598754,1.1610567472693964,0.03391409837687276,0.26337812163617447,8821.507485239308,0.5542716621843037,3.707775605834846e-15,-4.661550984898174e-14
4.24,1.0079999999999998,6.297651574546314,0.45659897226284235,0.3748805684645803,0.15970344633533162,0.131121010744364,0,0,0.4340637691848173,1.116941563539722,0.03309866705113179,0.2603757139791969,8389.587159764718,0.527133307755362,4.117155538979351e-15,-4.6837865552022784e-14
4.26,0.9920000000000001,6.28391546916629,0.43942756244264847,0.35412749753226413,0.15336220979377618,0.1235921007512501,0,0,0.44527393228026485,1.0761220146550825,0.032328838137245554,0.25736329781692585,7989.466741971144,0.5019930004535306,4.114492730570517e-15,-4.679266249976157e-14
4.28,0.9759999999999998,6.270350102495976,0.4235301870625233,0.3348395489430802,0.1474948612453651,0.11660824734443194,0,0,0.45552052227592266,1.038383807374957,0.03160178009225145,0.2543405499142479,7618.740428256789,0.4786995791803817,3.837650248063636e-15,-4.701266205089297e-14
4.3,0.9600000000000002,6.256953352266636,0.4087926552083398,0.31692077869171065,0.1420583384747196,0.11013221171039342,0,0,0.4647535408576922,1.0035152739086786,0.03091456626790643,0.2513071367641812,7275.0917267842815,0.4571074944611477,3.698089143677653e-15,-4.709907063250213e-14
4.32,0.9439999999999997,6.243723122589167,0.3951055025392258,0.3002781710458592,0.13701163330141997,0.1041281439902797,0,0,0.47294347604923026,0.9713088744110802,0.030264227462391106,0.2482627139980642,6956.303467698318,0.4370774374052448,3.69554275209729e-15,-4.7447697489713806e-14
4.34,0.9280000000000002,6.230657343626205,0.3823648662789648,0.2848217951241755,0.13231606519152572,0.09856161623417192,0,0,0.4800802608287575,0.9415626443545624,0.029647802363389618,0.2452069257526284,6660.266646812609,0.4184768953715124,3.556181792849811e-15,-4.766277056786443e-14
4.36,0.9119999999999997,6.217753971268298,0.37047316761446125,0.27046499562925364,0.12793548552668096,0.09339966712463614,0,0,0.4861713990341169,0.9140815125672688,0.029062383392272996,0.24213940399000103,6384.987608449994,0.40118060327936733,3.4169822178970007e-15,-4.7876238216130775e-14
4.38,0.8960000000000001,6.205010986814117,0.35933958736014016,0.2571245966721106,0.12383640875058138,0.08861085105383486,0,0,0.4912395102144182,0.8886784329688537,0.028505156075779362,0.23905976776625798,6128.593244459862,0.3850708702727028,3.414534113849461e-15,-4.795815045604293e-14
4.4,0.8799999999999997,6.192426396654634,0.34888033588244394,0.24472110000192396,0.11998807184474708,0.08416528508173224,0,0,0.4953195550526116,0.8651752931707407,0.02797343079945715,0.2359676224436405,5889.334064582816,0.3700377726365898,3.685031725930405e-15,-4.816894218966984e-14
4.42,0.8640000000000001,6.17999823196122,0.33901873136942706,0.23317886217144904,0.11636242801944909,0.08003468851258044,0,0,0.49845598029461596,0.8434035832532951,0.027464666520738194,0.23286255884099863,5665.585156135639,0.35597921409606215,3.9551174915885804e-15,-4.8120160926050074e-14
4.44,0.8479999999999996,6.167724548377634,0.3296851103017453,0.2224262388860099,0.11293408372439834,0.07619241118249158,0,0,0.5006999775730945,0.8232048258901775,0.02697648664834772,0.22974415231637743,5455.845182949465,0.3428008629175461,3.952226339930746e-15,-4.8328806557778487e-14
4.46,0.8320000000000001,6.155603425715826,0.3208165999371784,0.21239568863939431,0.10968018994515057,0.07261344792651477,0,0,0.5021069957973678,0.8044307831053782,0.026506687773851963,0.22661196177494536,5258.7336668725375,0.3304159811006416,3.676961161698538e-15,-4.84078601475735e-14
4.48,0.8159999999999996,6.143632967655539,0.3123567849297461,0.20302383140760655,0.1065802993414195,0.06927443797877286,0,0,0.5027345919213039,0.7869434647309632,0.026053242251265218,0.22346552859462757,5072.986849249024,0.3187451643471673,3.674261625109056e-15,-4.848633656077838e-14
4.5,0.8,6.131811301447619,0.30425529948765256,0.19425146140253158,0.10361620033998196,0.0661536491719705,0,0,0.5026406568922478,0.770614969207028,0.025614295771321564,0.22030437546087078,4897.452449091514,0.3077160127074248,3.943532188208093e-15,-4.881850514304068e-14
4.5200000000000005,0.7839999999999996,6.120136577621044,0.2964673735737189,0.18602351552720353,0.10077173812385225,0.06323094769456782,0,0,0.5018820161353127,0.7553271893334601,0.025188161096198366,0.21712800510086835,4731.083626615686,0.2972627512978959,4.212410157219117e-15,-4.889492453613718e-14
4.54,0.768,6.108606969693568,0.2889533574342881,0.17828900115854246,0.09803263086822724,0.060487754818405584,0,0,0.5005133779773394,0.7409714147882743,0.024773309044226827,0.21393589890634115,4572.932433784559,0.2873258187868013,4.209331282631461e-15,-4.88445786478039e-14
4.5600000000000005,0.7519999999999996,6.097220673885978,0.28167824396578767,0.17100088822330808,0.09538628782591857,0.057906992435444636,0,0,0.4985865879927288,0.7274478605545646,0.02436835767853266,0.21072751543251664,4422.142995375803,0.27785143894792375,4.34195288499523e-15,-4.9046113579807485e-14
4.58,0.736,6.0859759088398935,0.2746112036735853,0.16411597129322744,0.0928216341587499,0.05547301946607782,0,0,0.49615014035972105,0.7146651466425384,0.023972060489609648,0.20750228875930035,4277.94462132075,0.2687911878961048,4.338807853683436e-15,-4.937151187089996e-14
4.6000000000000005,0.7199999999999995,6.074870915339076,0.2677251426351706,0.15759470770164846,0.090328945876085,0.053171561259519766,0,0,0.493248896627428,0.7025397502918369,0.023583294193073066,0.20425962669869466,4139.645008448115,0.26010156694020514,4.606664340272149e-15,-4.956972455733705e-14
4.62,0.704,6.063903956034213,0.26099629016656334,0.1514010375847145,0.08789969694615032,0.05098963403861455,0,0,0.4899239656311645,0.6909954476520817,0.0232010466060584,0.2009989088302881,4006.623650426982,0.25174358851761053,4.332584305932769e-15,-4.951769350552815e-14
4.64,0.6880000000000003,6.0530733151711,0.25440381988932964,0.14550219138103335,0.08552641961229843,0.04891546628496657,0,0,0.4862127038621008,0.6799627580625635,0.02282440492794361,0.19771948434401604,3878.3255403762764,0.24368238051751553,4.735402634977516e-15,-4.946603155717974e-14
4.66,0.6719999999999999,6.0423772983222275,0.24792950559323576,0.13986848978003147,0.08320257816506915,0.046938418748941134,0,0,0.4821488020665285,0.6693784006471915,0.022452544637071192,0.19442066966633956,3754.255221972486,0.23588681250099763,4.7320725539898864e-15,-4.966180847258787e-14
4.68,0.6560000000000002,6.031814232121685,0.24155741161640784,0.13447314046962436,0.0809224558632263,0.045048904530087516,0,0,0.47776243032586596,0.659184770071163,0.022084719125093293,0.19110174584239017,3633.971221905274,0.22832914588188669,4.863883930408018e-15,-4.985620634748382e-14
4.7,0.6399999999999999,6.0213824640033655,0.235273616322545,0.12929203536008393,0.078681054325564,0.043238310427817825,0,0,0.4730804198167011,0.6493294359672531,0.02172025012241726,0.1877619556423905,3517.080878728667,0.2209847090139023,4.995544531589602e-15,-4.9926569996393316e-14
4.72,0.6240000000000002,6.011080361942437,0.22906596653730335,0.12430355129803619,0.07647400449122456,0.041498920524682716,0,0,0.46812646460368534,0.6397646686878565,0.021358518918813935,0.18440050035564984,3403.2355698410834,0.21383159729296444,4.992136756339173e-15,-5.011868216312207e-14
4.74,0.6079999999999999,6.000906314200001,0.22292386041292936,0.11948835666286212,0.07429748813330549,0.03982384274515405,0,0,0.4629213310917891,0.6304469926095109,0.020998958349035576,0.18101653622946937,3292.126328738634,0.2068503977810966,5.123601862570104e-15,-5.030945525217302e-14
4.76,0.5920000000000002,5.990858729070947,0.21683805603361891,0.1148292256759801,0.07214816887737699,0.038206938937160415,0,0,0.4574830661855328,0.621336767138133,0.020641045490850937,0.17760917050318975,3183.479838085229,0.20002393744359562,4.715962962639186e-15,-5.0377511621294513e-14
4.78,0.5759999999999998,5.980936034634936,0.21080050308135045,0.11031086176098995,0.07002313169768586,0.03664275885429985,0,0,0.451827197858445,0.6123977947662441,0.020284295009193577,0.17417745697908776,3077.054779868738,0.19333705382257974,4.847514031876221e-15,-5.044509690135683e-14
4.8,0.5600000000000002,5.971136678510474,0.20480419499599017,0.10591973087217074,0.06791982991944384,0.03512647827400192,0,0,0.4459669238391347,0.6035969549546893,0.019928253072567268,0.17072039106158382,2972.6385214018783,0.18677638681228334,4.8443677362125824e-15,-5.063277018155483e-14
4.82,0.5439999999999998,5.9614591276120485,0.19884303924123461,0.10164390535848045,0.06583603883089956,0.03365384136975862,0,0,0.4399132855865254,0.5949038621960621,0.019572491764379453,0.16723690418380469,2870.044114719148,0.18033019012560597,4.975746744496797e-15,-5.0699013467532756e-14
4.84,0.5280000000000001,5.951901867910276,0.19291174349827517,0.09747291864524521,0.06376981509329349,0.03222110736180508,0,0,0.43367532576272466,0.5862905463186412,0.019216603910842844,0.1637258575254747,2769.107586651765,0.17398816102449893,4.703818471085193e-15,-5.0764802926801e-14
4.86,0.5119999999999998,5.942463404195045,0.18700571583032377,0.09339763078977395,0.061719461223080634,0.030825001397750455,0,0,0.427260228108592,0.5777311528697275,0.018860198247227632,0.16018603490765698,2669.68549724925,0.16774128691106918,4.835207373685537e-15,-5.0710823622133685e-14
4.88,0.4960000000000001,5.933142259841581,0.18112097707907895,0.0894101047931515,0.059683494504308654,0.029462669559925356,0,0,0.42067343905839477,0.5692016612433339,0.018502894844578337,0.15661613472720345,2571.652745046222,0.16158170742842476,4.698021236298325e-15,-5.0776125250754966e-14
4.9,0.47999999999999976,5.923936976579445,0.17525408396006903,0.08550349342138858,0.05766061976698573,0.02813163785696986,0,0,0.41391877065248933,0.5606796180618887,0.01814432071874658,0.15301476076572076,2474.9005987894816,0.15550259079044032,4.4268981310444934e-15,-5.084098405450443e-14
4.92,0.4640000000000001,5.914846114264382,0.16940206151271717,0.08167193619829795,0.05564970553820619,0.026829775030980038,0,0,0.4069984843619899,0.552143883160284,0.017784105542071344,0.1493804116729533,2379.334936530753,0.14949802314069102,4.156141895085289e-15,-5.0905404522502174e-14
4.94,0.44799999999999973,5.905868250653018,0.16356234373076917,0.07791046617394767,0.053649763136179286,0.025555258996177412,0,0,0.3999133553532739,0.5435743853299246,0.01742187737464269,0.14571146888071795,2284.8746743758406,0.14356290982785025,4.4217096230321745e-15,-5.1087103302987076e-14
4.96,0.43200000000000005,5.897001981180353,0.15773272134901367,0.07421492604117592,0.051659928333159064,0.024306546718702273,0,0,0.3926627165068343,0.5349518847359793,0.017057258326162488,0.14200618264828416,2191.450368608558,0.1376928875745458,4.2852728656639296e-15,-5.11502652284546e-14
4.98,0.4159999999999997,5.888245918740015,0.15191129589369698,0.07058189316419777,0.04967944526198576,0.023082347348230208,0,0,0.3852444811652475,0.5262577385953036,0.016689860050199044,0.13826265586978925,2099.002976344764,0.13188424660695644,4.0151954871958585e-15,-5.1329929238091267e-14
5,0.4,5.879598693467263,0.1460964392179984,0.06700861309450482,0.04770765228309123,0.02188159841948424,0,0,0.3776551431073715,0.5174736662616138,0.01631927895914223,0.1344788251841089,2007.482761300187,0.1261338619021764,3.7454604842786126e-15,-5.150839521639982e-14
