t,ip,ne,te,ti,we,wi,nbi,ech,pOhm,pLoss,pRad,tauE,pressure,beta,energyError,particleError
1.08,1.2,4.1610306272186826,0.7815933833601342,0.665333586885404,0.18062693643310437,0.15375919252093417,4,1,0.2746793736033718,2.764641503150544,0.018905059266480496,0.12095099077872379,9646.236778179451,0.6060909319423249,1.9358491182351725e-15,0
1.1,1.2,4.195337726667064,0.8287083374460684,0.7323396442337847,0.1930942605196362,0.17063974822352865,4,1,0.25159082386905846,3.0023497017491336,0.019788846982352674,0.12114978096364248,10492.852629946348,0.6592853747487958,2.0046028898912048e-15,1.5420851469654502e-16
1.12,1.2,4.229218391567106,0.8668447202924056,0.7862368521980039,0.2036114280784046,0.18467760665359342,4,1,0.2351718832733081,3.1998812089059228,0.020567270491318315,0.12134482794277185,11201.206159811793,0.7037925396601894,1.8332049865069702e-15,3.0132905873618703e-16
1.1400000000000001,1.2,4.262677922466711,0.8976897443063742,0.8294758399141354,0.21252474937071203,0.19637535808434964,4,1,0.22315568963093385,3.364429815044486,0.021262481677168255,0.12153622751368198,11795.786109526978,0.7411510997001297,1.583668292350956e-15,4.4183933606680467e-16
1.16,1.2,4.295721554028391,0.9225517433998028,0.8640461621870128,0.22010382316900706,0.2061454710290997,4,1,0.21419595185834212,3.501766635711901,0.02189038470668106,0.12172407203013151,12296.268482272972,0.7725973346095297,1.2728047535370293e-15,5.761750664410498e-16
1.18,1.2,4.328354455848206,0.942474905001182,0.8915611326793742,0.22656527274789198,0.2143259095017162,4,1,0.20744007786841412,3.6165760469932797,0.02246292546706323,0.12190845056781063,12718.651789457921,0.7991364605065537,1.186749860451716e-15,7.047344986093542e-16
1.2,1.2,4.360581733264555,0.9583078266510205,0.913329092046298,0.23208666916808193,0.2211935465121958,4,1,0.20232046147161772,3.7126895001629587,0.022989374823333856,0.12208944908007584,13076.045651155591,0.8215921791135035,1.1972069232152012e-15,9.65862745841315e-16
1.22,1.2,4.39240842815687,0.970748007536893,0.9304119270908046,0.23681540682487,0.22697536056528692,4,1,0.1984438288316446,3.793257349378896,0.023477100959189177,0.12226715054439888,13379.249826460153,0.8406430593069947,1.2869285278000893e-15,9.45953280171152e-16
1.24,1.2,4.423839519734428,0.9803727825791344,0.9436725570514397,0.2408747845296762,0.23185764424053273,4,1,0.1955286901781336,3.8608797439153375,0.0239320627087024,0.12244163510019315,13637.195283504336,0.856850250364532,9.110972193394963e-16,9.268480303606826e-16
1.26,1.2,4.454879925315321,0.9876620537021491,0.9538132318409568,0.2443684310924068,0.2359935183765231,4,1,0.19336808980730916,3.9177087839242484,0.02435914109453244,0.12261298017862525,13857.288633052334,0.8706791233654113,1.0065626287666275e-15,1.0382848380120604e-15
1.28,1.2,4.485534501095765,0.9930157146928884,0.9614063306687833,0.24738368375552575,0.23950903912964028,4,1,0.19180643682656628,3.965529596347446,0.024762372070079763,0.12278126062496954,14045.685762187772,0.8825164641023973,9.558800621824185e-16,1.1453950730096252e-15
1.3,1.2,4.515808042909842,0.996767426202154,0.966919106102151,0.24999426119012233,0.24250815306197293,4,1,0.1907245522540396,4.0058254501889365,0.02514511610446483,0.12294654881401938,14207.511886217417,0.8926842993506061,7.800603088481716e-16,1.123583317283249e-15
1.32,1.2,4.545705286979787,0.9991957424716553,0.9707335691583633,0.2522624328811824,0.24507671662969369,4,1,0.19002970637321692,4.039830506867586,0.025510185686478986,0.1231089147590264,14347.0400828131,0.9014511144984788,6.2032783896343e-16,1.1025867601594756e-15
1.34,1.2,4.57523091065697,1.0005332305542696,0.9731624863231222,0.2542408105700229,0.24728575901678596,4,1,0.1896487932240101,4.068572829133714,0.025859943715724323,0.12326842621460325,14467.837095740935,0.9090410146662723,3.5592474249393776e-16,1.2026228208983563e-15
1.36,1.2,4.6043895331536495,1.0009740156030658,0.9744622685699706,0.2559738444678377,0.24919413419980288,4,1,0.18952353750142079,4.092909619195012,0.026196381056271666,0.12342514877399036,14572.883002728135,0.9156412436598855,4.546891125632099e-16,1.1809589144617935e-15
1.3800000000000001,1.2,4.63318571626564,1.0006800614756202,0.9748433754032967,0.25749908181393316,0.25085068019501056,4,1,0.18960705368115963,4.113556199596477,0.02652117871666883,0.12357914596105694,14664.669810940193,0.9214083789073947,3.2730764257132547e-16,1.276067868989675e-15
1.4000000000000001,1.2,4.661623965085993,0.9997864176313307,0.9744787299872099,0.2588482300124349,0.2522959804150576,4,1,0.18986132654008955,4.131109919297809,0.026835758381995378,0.12373047931737798,14745.282936831656,0.9264734509890653,5.244293895656888e-16,1.2538803005811125e-15
1.42,1.2,4.689708728709804,0.9984056114357238,0.9735105398697043,0.2600480567651565,0.25356380336190965,4,1,0.19025533321721086,4.146069920930184,0.027141323917039238,0.12387920848470294,14816.46870450135,0.9309461846840905,1.0098273759651876e-16,1.3444921269287502e-15
1.44,1.2,4.717444400930272,0.9966313287879068,0.9720558370792767,0.2611211529974265,0.2546822818270402,4,1,0.19076362087016357,4.158853517720868,0.027438895735039246,0.12402539128310945,14879.690371363911,0.934918519167353,9.735930735276171e-17,1.4320588296521623e-15
1.46,1.2,4.744835320926086,0.9945414994612163,0.970210987402711,0.2620865796589295,0.2556748807099983,4,1,0.19136521381134047,4.169809783447951,0.027729339438817717,0.12416908378511188,14936.174706042133,0.9384675345847132,3.7594592317814193e-16,1.516731374825016e-15
1.48,1.2,4.771885773940292,0.9922008832721821,0.968055368038186,0.2629604159484324,0.2565611929319386,4,1,0.19204276295377026,4.179230844894196,0.02801338980414016,0.12431034038597681,14986.950763527682,0.9416578883682103,7.267125456478814e-16,1.5986509116230863e-15
1.5,1.2,4.798599991950694,0.9896632371666451,0.9656543727729291,0.2637562237455881,0.25735759523127044,4,1,0.19278187624852622,4.18736127589536,0.028291670936120585,0.1244492138704778,15032.882201052826,0.9445438457021664,1.7579031399801704e-16,1.5730777101712743e-15
1.52,1.2,4.824982154331951,0.9869731303245193,0.9630618721255313,0.26448544079346903,0.25807778949033133,4,1,0.19357058626459778,4.194405919729572,0.028564713255661928,0.12458575547630638,15074.694236436786,0.9471709733660442,1.7027118777980824e-16,1.5483098023082354e-15
1.54,1.2,4.851036388509422,0.9841674636762043,0.9603222307468987,0.26515771331744487,0.25873325033688777,4,1,0.19439892306410286,4.200536408259166,0.028832967843459744,0.12472001495433996,15112.996155569936,0.949577553921386,0,1.6259303892430476e-15
1.56,1.2,4.87676677060489,0.9812767412936763,0.9574719643932005,0.2657811771995484,0.259333595838107,4,1,0.19525856890048862,4.205896598925878,0.029096818570536316,0.12485204062595398,15148.300117249852,0.9517957672545109,0,1.6011118520931024e-15
1.58,1.2,4.90217732607427,0.9783261336206642,0.9545411028717552,0.26636269549378117,0.25988689495553413,4,1,0.19614257719782838,4.2106071121474775,0.02935659236772404,0.12498187943755207,15181.036874265203,0.9538526783613465,4.668269595381403e-16,1.5770395941336688e-15
1.6,1.2,4.927272030337375,0.9753363661853018,0.951554312656781,0.26690805892617436,0.2603999228977779,4,1,0.19704514252840974,4.214769120123911,0.029612567926012325,0.12510957701247696,15211.568923652738,0.9557710636024449,0,1.6507854820137929e-15
1.62,1.2,4.952054809399859,0.9723244621006628,0.9485318227029308,0.2674221550438166,0.26087837346685655,4,1,0.19796141140631937,4.218467512173808,0.02986498307112191,0.12523517770045264,15240.20151192264,0.9575701021816846,1.4715677521910643e-16,1.6266909053733979e-15
1.6400000000000001,1.2,4.976529540467439,0.9693043621485875,0.9454901888230661,0.26790911083604013,0.2613270358448644,4,1,0.19888732600156114,4.22177354041642,0.03011404101621328,0.1253587246246995,15267.19184920801,0.9592659550883571,-1.432646769667821e-16,1.697600721981253e-15
1.6600000000000001,1.2,5.0007000525524665,0.9662874424330716,0.9424429254290281,0.268372412929385,0.2617499419311094,4,1,0.19981949458738707,4.2247470320389,0.030359915664232583,0.12548025972685345,15292.75682692351,0.9608722500119613,-2.7914475594023756e-16,1.7664992760601442e-15
1.68,1.2,5.0245701270729715,0.9632829463749291,0.9394010281351564,0.2688150088396704,0.26215048925392237,4,1,0.20075508382502533,4.227438239862488,0.03060275610456422,0.12559982380981255,15317.079484354987,0.9624004876500114,-1.3606487463180358e-16,1.7417973941523154e-15
1.7,1.2,5.048143498444256,0.9602983451095819,0.9363734064380502,0.26923939223558174,0.2625315435966656,4,1,0.2016917289778885,4.229889390895119,0.030842690426285305,0.12571745657862587,15340.31442882307,0.9638603822669614,-2.654572617598085e-16,1.8985954367651865e-15
1.72,1.2,5.0714238546631325,0.9573396380681533,0.9333672422104788,0.2696476747165293,0.2628955247549439,4,1,0.20262745891138356,4.232135982587618,0.03107982895156781,0.12583319667953224,15362.592380191603,0.9652601472340896,-3.8865420813045773e-16,1.9619481443275093e-15
1.74,1.2,5.094414837884904,0.9544116036031923,0.9303882869225482,0.27004164622254406,0.26324447825049185,4,1,0.20356063333147825,4.23420786823451,0.031314266976997185,0.1259470817372493,15384.023982321514,0.9666067345102094,-2.5304417472287405e-16,2.0236003988678666e-15
1.76,1.2,5.11712004499317,0.9515180079085298,0.9274411082022567,0.2704228258663902,0.2635801353418216,4,1,0.20448989018620595,4.2361301660832,0.031546087097260596,0.12605914839060772,15404.703000618216,0.9679060355494967,-3.708917795239271e-16,1.9968022667951453e-15
1.78,1.2,5.139543028162546,0.9486617791303184,0.9245292944694141,0.27079250469977323,0.2639039632725578,4,1,0.20541410152917544,4.2379240209954165,0.031775361174395854,0.1261694323266182,15424.709005277822,0.9691630498948227,-4.834709075750622e-16,1.799339003443886e-15
1.8,1.2,5.161687295414404,0.9458451524326147,0.9216556248408346,0.27115178168946585,0.26421720736948495,4,1,0.20633233644491217,4.239607242743404,0.03200215200624977,0.12627796831305516,15444.109623539547,0.9703820266909454,-5.911254786843934e-16,2.0298577625004763e-15
1.82,1.2,5.183556311165678,0.9430697908314276,0.9188222102462155,0.27150159397919604,0.2645209263308132,4,1,0.20724382987885684,4.2411948410571245,0.03222651473970073,0.12638479022963367,15462.962430650205,0.9715665834973132,-5.784751101158609e-16,2.338004547629812e-15
1.84,1.2,5.205153496770874,0.9403368858165951,0.9160306106611942,0.27184274234395583,0.26481602182062663,4,1,0.2081479564124523,4.242699474232607,0.03244849806733059,0.1264899310978537,15481.316537888662,0.9727198060665839,-4.530818740566085e-16,2.391050411925713e-15
1.86,1.2,5.226482231057337,0.9376472411164722,0.9132819325150978,0.2721759126004024,0.2651032632995064,4,1,0.20904420818529904,4.244131825354283,0.032668145240395824,0.12659342310958002,15499.213926508339,0.9738443321587043,-5.547248646499848e-16,2.8499083376188874e-15
1.8800000000000001,1.2,5.247545850853844,0.9350013424051086,0.9105769096319914,0.27250169361628696,0.26538330886705114,4,1,0.2099321762991023,4.245500917883247,0.032885494925990646,0.12669529765442164,15516.690568522628,0.9749424219619345,-6.522755421000856e-16,2.9757996372506277e-15
1.9000000000000001,1.2,5.268347651512657,0.9323994152877372,0.9079159704875654,0.2728205924599955,0.265656722763892,4,1,0.21081153514765968,4.2468143804424,0.03310058193208423,0.1267955853459725,15533.777368623889,0.976016017275364,-3.1970352722989906e-16,2.8602826133823637e-15
1.92,1.2,5.2888908874250715,0.9298414735131423,0.9052992940890114,0.2731330471454201,0.2659239900742443,4,1,0.21168202920780455,4.248078669025125,0.033313437820534614,0.12689431604696963,15550.500955975655,0.9770667912586836,0,2.9830347886986897e-15
1.94,1.2,5.309178772530552,0.927327359038183,0.9027268563922433,0.27343943735503806,0.2661855290813365,4,1,0.2125434619015514,4.249299253513544,0.0335240914251421,0.12699151889342328,15566.884349972199,0.9780961902630918,1.0252140532492803e-16,2.9477379238302357e-15
1.96,1.2,5.32921448081955,0.9248567753000208,0.9001984688459745,0.27374009346316314,0.2664417016541349,4,1,0.213395686202403,4.250480774271929,0.0337325692892222,0.12708722231776864,15582.94752016969,0.9791054690128077,0,3.29659114539301e-15
1.98,1.2,5.3490011468300604,0.9224293148265819,0.8977138103832653,0.2740353041300642,0.2666928219821226,4,1,0.21423859671111975,4.251627173643934,0.03393889603498397,0.12718145407108827,15598.707857335708,0.980095720201985,3.9507832400411143e-16,3.4858221017061447e-15
2,1.2,5.368541866138024,0.9200444821280703,0.8952724539583157,0.27432532269451465,0.2669391639234221,4,1,0.2150721229700252,4.25274180639866,0.03414309467513675,0.12727424124444897,15614.180569834614,0.9810678994003385,5.819656994398787e-16,3.2961642853831445e-15
2.02,1.2,5.38783969584161,0.9177017126558207,0.8928738885415658,0.27461037255605336,0.2671809671885505,4,1,0.2158962238215659,4.253827532514951,0.03434518687556586,0.12736561028939639,15629.379017279345,0.9820228460171051,5.716881250152389e-16,3.555190747957455e-15
2.04,1.2,5.4068976550395025,0.9154003884842284,0.8905175373328162,0.2748906517077385,0.2674184425461448,4,1,0.2167108826475839,4.254886795144556,0.03454519317657521,0.1274555870376473,15644.314991463147,0.9829613009525059,5.617654051067501e-16,3.515473600213584e-15
2.06,1.2,5.4257187253032235,0.913139851262641,0.8882027728248066,0.2751663365545279,0.26765177620692765,4,1,0.2175161033515572,4.255921686135519,0.03474313317905433,0.1275441967200171,15658.998952977572,0.9838839214648922,9.202991576496011e-16,3.331774303610549e-15
2.08,1.2,5.444305851143598,0.91091941289331,0.8859289292439037,0.2754375851308648,0.2678811335170149,4,1,0.21831190696774427,4.256934001112429,0.03493902570096032,0.12763146398461872,15673.44023057513,0.984791293697071,5.429135514157661e-16,3.4386433452627104e-15
2.1,1.2,5.462661940471413,0.9087383643158032,0.8836953128066105,0.2757045398129341,0.2681066620705852,4,1,0.21909832879940358,4.257925285788076,0.035132888908683824,0.1277174129143669,15687.647189204434,0.9856839432342644,0,3.401473942230577e-15
2.12,1.2,5.480789865052348,0.9065959827151603,0.8815012101574728,0.2759673296058295,0.26832849433427886,4,1,0.21987541600359223,4.258896874911173,0.035324740427171895,0.12780206704381883,15701.627371697075,0.986562344006559,1.750932106457076e-16,3.5053119774150036e-15
2.14,1.2,5.498692460956266,0.9044915374184072,0.8793458952930815,0.2762260720730794,0.2685467498608905,4,1,0.22064322555297414,4.259849925028559,0.035514597432090476,0.12788544937538324,15715.387618289535,0.9874269257986881,1.7229438192599363e-16,3.606952678474988e-15
2.16,1.2,5.516372529000905,0.9024242947001612,0.8772286352261933,0.2764808749652313,0.2687615371575062,4,1,0.22140182251593862,4.260785442050848,0.03570247672680688,0.1279675823949247,15728.934167495187,0.9882780805880075,3.391663024064912e-16,3.4319120948201754e-15
2.18,1.2,5.533832835190055,0.9003935216814088,0.8751486946017801,0.27673183759516073,0.2689729552628314,4,1,0.22215127860550754,4.261704304451544,0.035888394806549186,0.12804848808679162,15742.272741280784,0.9891161678962914,3.339109499675743e-16,3.396352933725209e-15
2.2,1.2,5.551076111146298,0.8983984894750052,0.8731053394416479,0.27697905200018097,0.2691810950797152,4,1,0.22289167095523138,4.262607282796374,0.036072367911738235,0.12812818794829298,15755.408617030684,0.9899415193113785,1.6440755481719836e-16,3.4959840198563927e-15
2.22,1.2,5.568105054538364,0.8964384757059507,0.871097840164953,0.2772226039246544,0.2693860405015497,4,1,0.22362308108679546,4.263495056187877,0.0362544120721832,0.12820670300364878,15768.346688386704,0.9907544423098523,1.6193581900805616e-16,3.460496386536438e-15
2.24,1.2,5.584922329503168,0.8945127665132326,0.8691254740074923,0.2774625736514423,0.26958786936506085,4,1,0.22434559403955298,4.264368226116566,0.03643454314357183,0.12828405381743638,15781.091516719216,0.9915552234910661,3.190738118839922e-16,3.425721981152219e-15
2.2600000000000002,1.2,5.6015305670626185,0.8926206581222808,0.8671875269422732,0.2776990367060286,0.2697866542568441,4,1,0.22505929763684,4.265227328131234,0.03661277683746845,0.12836026050755614,15793.647374705995,0.9923441313152817,-1.5720764886217863e-16,3.522087189709239e-15
2.2800000000000002,1.2,5.617932365535228,0.8907614580622848,0.8652832951868538,0.27793206445336766,0.2699824631966499,4,1,0.22576428186783484,4.266072841675175,0.03678912874584512,0.12843534275773544,15806.01828326105,0.9931214184239775,0,3.4873911785003674e-15
2.3000000000000003,1.2,5.634130290942609,0.8889344860902482,0.8634120863687542,0.27816172460432076,0.27017536021677596,4,1,0.22646063836703656,4.266905198379465,0.03696361436101512,0.12850931982959232,15818.20804285813,0.9938873236079617,-1.5274632758829946e-16,3.581274748066111e-15
2.32,1.2,5.650126877410933,0.887139074873361,0.8615732204084005,0.27838808164587386,0.2703654058538579,4,1,0.22714845997621308,4.267724789058113,0.03713624909170338,0.12858221057427688,15830.22026012846,0.9946420734785576,0,3.5466773185776187e-15
2.34,1.2,5.665924627567377,0.8853745704726531,0.8597660301691759,0.27861119720708016,0.2705526575667688,4,1,0.22782784037602852,4.268531969610829,0.037307048275876054,0.12865403344370813,15842.058370472729,0.9953858838883564,0,3.763652100138741e-15
2.36,1.2,5.681526012931663,0.8836403326637092,0.857989861915903,0.2788311303707771,0.27073717009217213,4,1,0.22849887377654507,4.269327066006273,0.03747602719085472,0.12872480650142387,15853.725657310191,0.9961189611406743,-2.930146958101067e-16,3.7279819803540044e-15
2.38,1.2,5.696933474302713,0.8819357351242281,0.8562440756161805,0.27904793793954147,0.27091899574744893,4,1,0.22916165465746977,4.270110378491261,0.03764320106116012,0.12879454743305904,15865.225268489576,0.9968415030206802,-2.890776444532097e-16,3.692981641846983e-15
2.4,1.2,5.712149422140518,0.8802601655132077,0.8545280451132551,0.2792616746630063,0.27109818468918545,4,1,0.22981627755043332,4.270882185148137,0.037808585064461414,0.12886327355646834,15876.560230303365,0.9975536996759387,-5.704888277098094e-16,3.658632395262168e-15
2.42,1.2,5.727176236943234,0.8786130254623531,0.8528411581942986,0.27947239343253844,0.2712747851341198,4,1,0.230462836856785,4.2716427449031755,0.037972194335947874,0.12893100183150777,15887.73345947758,0.9982557343697505,-9.85288352414161e-16,3.624916240171647e-15
2.44,1.2,5.742016269619614,0.8769937304968166,0.851182816573941,0.27968014544833136,0.27144884354835686,4,1,0.23110142669539777,4.272392300072497,0.038134043971392015,0.1289977488694885,15898.747773450381,0.998947784126976,-9.725570318767682e-16,3.71154302807492e-15
2.46,1.2,5.756671841856803,0.8754017098994766,0.8495524358095705,0.27988498036316956,0.2716204048097515,4,1,0.23173214077582907,4.273131078518284,0.03829414902912973,0.12906353094231704,15909.605899203683,0.9996300202889427,-8.229846270980703e-16,3.5593144603822455e-15
2.48,1.2,5.771145246483554,0.8738364065305235,0.8479494451620999,0.2800869464064529,0.2717895123475867,4,1,0.2323550722929056,4.273859295476537,0.038452524531149,0.12912836399133376,15920.310480870372,1.000302608991419,-9.48051334064113e-16,3.644975871635941e-15
2.5,1.2,5.7854387478289375,0.8722972766121008,0.8463732874135732,0.28028609049150377,0.27195620826302763,4,1,0.2329703138394068,4.2745771551078935,0.038609185463447444,0.1291922636358619,15930.86408630464,1.0009657115774426,-8.025028457200134e-16,3.612579754996566e-15
2.52,1.2,5.799554582076597,0.8707837894860504,0.8448234186510266,0.2804824583087073,0.2721205334332905,4,1,0.23357795733404074,4.275284851814906,0.03876414677579524,0.1292552451814788,15941.269212773892,1.0016194849549522,-9.247437320876885e-16,3.465246223514399e-15
